,lemmes,pos
152,"['que', 'personne', 'fragile', 'ressource', 'malades', 'handicapé', 'mise', 'difficulté', 'fille', 'médecin', 'se', 'épuise', 'le', 'hôpital', 'que', 'rien', 'change', 'après', 'le', 'argent', 'puissanc', 'industriel', 'polluant', 'puissant', 'petit', 'enfant', 'vivre', 'mond', 'vouloir', 'penser', 'sainement', 'planèt', 'continue', 'dégrader', '......']","['SCONJ', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'PRON', 'VERB', 'DET', 'NOUN', 'PRON', 'PRON', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADJ', 'VERB', 'VERB', 'PUNCT']"
153,"['vivre', 'coronavirus', 'bien', 'delà', 'confinemer', 'cacher', 'présent', 'toujours', 'prêt', 'répandre', 'net', 'insuffisance', 'protection', 'masque', 'gant', 'solution', 'hydroalcoolique', 'etc']","['VERB', 'VERB', 'ADV', 'ADV', 'VERB', 'ADJ', 'ADJ', 'ADV', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADP']"
154,"['le', 'hospitalisation', 'séparation', 'de', 'avec', 'proche', 'mort']","['DET', 'NOUN', 'NOUN', 'ADP', 'ADP', 'ADJ', 'NOUN']"
155,"['âgé', 'long', 'période', 'de', 'effritemer', 'vie', 'social', 'risque', 'enfermer', 'engourdissement', 'vital', 'plonger', 'petit', 'petit', 'renoncement', ""'"", 'grand', 'vieilless', 'plan', 'plus', 'citoyen', 'contradiction', 'majeur', 'frappent', 'société', 'entre', 'exigence', 'sanitaire', 'celui', 'grave', 'crise', 'économique', 'social', 'risque', 'de', 'éclater']","['ADJ', 'ADJ', 'NOUN', 'ADP', 'VERB', 'NOUN', 'ADJ', 'VERB', 'VERB', 'ADV', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'PUNCT', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'PRON', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADP', 'VERB']"
156,"['le', 'contamination', 'de', 'ami', 'âgé', 'pouvoir', 'entraîner', 'mort', 'dégradation', 'le', 'état', 'santé', 'particulier', 'cerveau', 'mais', 'condition', 'vie', 'dur', 'famille', 'entasser', 'petit', 'appartement', 'difficulté', 'continuité', 'scolarité', 'et', 'puis', 'conséquence', 'économique', 'grave', 'découler']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'VERB', 'NOUN', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'CCONJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'X', 'ADJ', 'ADJ', 'CCONJ', 'CCONJ', 'NOUN', 'ADJ', 'ADJ', 'VERB']"
157,"['peur', 'de', 'être', 'malade', 'plus', 'pouvoir', 'contact', 'petite-fill', 'assez', 'long', 'temps', 'inquiétude', 'plus', 'général', 'conséquence', 'pandémie', 'monde', 'particulièrement', 'plus', 'vulnérable', 'pauvre', 'difficulter', 'imaginer', 'sortir', 'confinemer', 'nouveau', 'contradictoire', 'fournie', 'média']","['NOUN', 'ADP', 'AUX', 'ADJ', 'ADV', 'VERB', 'VERB', 'ADJ', 'ADV', 'ADJ', 'ADV', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'ADV', 'ADJ', 'ADJ', 'VERB', 'VERB', 'VERB', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'X']"
158,"['être', 'obliger', 'passer', 'reanimation']","['AUX', 'VERB', 'VERB', 'NOUN']"
159,"['le', 'conséquence', 'économique']","['DET', 'NOUN', 'ADJ']"
160,"['sanitaire', 'respect+disciplin', 'confinemer', 'process', 'déconfinement', 'respect+disciplin', 'systématique', 'geste', 'barrière', 'pénurie', 'masque', 'test', 'sérologique', 'économique', 'social', 'condition', 'reprendre', 'activité', 'chômage', 'politique', 'cohérence', 'entre', 'annonce', 'application', 'mesure', 'inconnu', 'media', 'réseau', 'social', 'monopole', 'absolu', 'covid19', 'or', 'avoir', ""d'"", 'autre', 'sujet', 'de', 'information', 'trop', 'de', 'information', 'tue', 'le', 'information', 'recul', 'nécessaire', 'liberté', 'chacun']","['NOUN', 'ADJ', 'VERB', 'PROPN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'CCONJ', 'VERB', 'DET', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'ADV', 'ADP', 'NOUN', 'NOUN', 'DET', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'PRON']"
161,"['le', 'allon', 'devoir', 'continuer', 'prudent', 'puisque', 'virus', 'aller', 'circuler', 'longtemps', 'pourron', '«', 'tranquille', '»', 'lorsque', 'trouver', 'vaccin', 'et', 'de', 'autant', 'plus', 'que', 'il.y', 'certain', 'inconscience', 'indisciplin', 'part', 'plus', 'jeune', 'pensent', ""n'"", 'avoir', 'faible', 'symptôme', 'donner', 'âge']","['DET', 'NOUN', 'VERB', 'VERB', 'ADJ', 'SCONJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'NOUN', 'PUNCT', 'ADJ', 'PUNCT', 'SCONJ', 'VERB', 'NOUN', 'CCONJ', 'ADP', 'ADV', 'ADV', 'SCONJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADV', 'AUX', 'ADJ', 'NOUN', 'VERB', 'NOUN']"
162,"['avenir', 'professionnel', 'petit', 'enfant', 'tristesse', 'aiment', 'fete', 'manifestation', 'groupe', 'avoir', 'longtemps', 'craindre', 'rassemblement', 'familial', 'amicau', 'pauvreté', 'accru', 'craindre', 'mourir', 'moment', 'famille', 'deplacer', 'avoir', 'enterrement', 'reduits']","['NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'AUX', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'VERB', 'AUX', 'NOUN', 'VERB']"
163,"['le', 'forme', 'grave', 'contamination', 'covid', '19', 'entraîner', 'le', 'hospitalisation', 'voir', 'réanimation']","['DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NUM', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB']"
164,"['contracter', 'virus', 'risque', 'de', 'hospitalisation', 'réanimation']","['VERB', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'VERB']"
165,"['devoir', 'rester', 'confiner', 'longtemps']","['VERB', 'VERB', 'VERB', 'ADV']"
166,"['un', 'danger', 'que', 'on', 'attraper', 'partout', 'ennemi', 'invisible']","['DET', 'VERB', 'SCONJ', 'PRON', 'VERB', 'DET', 'NOUN', 'ADJ']"
167,"['retour', 'forc', 'décision', 'axer', 'profit', 'détriment', 'réflexion', 'participation', 'pris', 'compte', 'peuple']","['NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB']"
168,"['le', 'peur', 'virus', 'méfiance', 'avoir', 'le', 'égard', 'le', 'autre', 'nouveau', 'vague']","['DET', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'DET', 'NOUN', 'DET', 'ADJ', 'ADJ', 'NOUN']"
169,"['incertitude', 'exposition', 'virus', 'incertitude', 'de', 'etre', 'infecter', 'savoir', 'inquietude', 'avenir', 'social', 'economiqu', 'population', 'jeune', 'active']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'AUX', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN']"
170,"['pour', 'ce', 'être', 'nouveau', 'maladie', 'que', 'il', 'aller', 'falloir', 'prendre', 'compte', 'vie', 'faire', 'autre']","['ADP', 'PRON', 'AUX', 'ADJ', 'NOUN', 'SCONJ', 'PRON', 'VERB', 'VERB', 'VERB', 'NOUN', 'NOUN', 'VERB', 'ADJ']"
171,"['distorsion', 'lien', 'social', 'le', 'après', 'confinement']","['NOUN', 'ADJ', 'ADJ', 'DET', 'ADP', 'NOUN']"
172,"['le', ""qu'"", 'on', 'maîtris', 'rien', ""qu'"", 'on', 'rien', 'savoir', 'pouvoir', 'gérer', 'vie', 'le', 'avenir']","['DET', 'PRON', 'PRON', 'ADJ', 'PRON', 'PRON', 'PRON', 'PRON', 'AUX', 'VERB', 'VERB', 'NOUN', 'DET', 'NOUN']"
173,"['tout', 'monde', 'comprendre', 'le', 'enjeu', 'mesure', 'prendre', 'craindre', 'surtout', 'génération', 'enfant', '50', 'an', 'appeler', 'disparaître', 'tout', 'façon', 'déler', 'plus', 'restreindre']","['DET', 'PROPN', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADV', 'NOUN', 'NOUN', 'NUM', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ']"
174,"['le', 'avalanche', 'de', 'information', 'anxiogène', 'situation', 'hôpital', 'donne', 'envie', 'de', 'être', 'hospitaliser', 'mais', 'surtout', 'peur', 'de', 'être', 'classer', 'non', 'ranimable']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADP', 'AUX', 'VERB', 'CCONJ', 'ADV', 'NOUN', 'ADP', 'AUX', 'VERB', 'ADV', 'ADJ']"
175,"['propagation', 'virus', 'risque', 'manqu', 'soins', 'manqu', 'médecin', 'mettre', 'danger', 'le', 'être', 'humain']","['NOUN', 'NOUN', 'VERB', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'ADJ']"
176,"['le', 'reprise', 'économique', 'le', 'évolution', 'maladie', 'mois', 'venir']","['DET', 'NOUN', 'ADJ', 'DET', 'NOUN', 'NOUN', 'NOUN', 'VERB']"
177,"['personn', 'déplacer', 'masqu']","['ADJ', 'VERB', 'ADJ']"
178,"['que', 'famille', 'toucher', 'je', 'avoir', 'fille', 'infirmier', '1ère', 'lign']","['SCONJ', 'NOUN', 'ADJ', 'PRON', 'AUX', 'NOUN', 'ADJ', 'NOUN', 'ADJ']"
179,"['je', 'respecte', 'lettre', 'consigne', 'sécurité', 'lieu', 'confinemer', 'privilégier', 'mais', 'facteur', 'risque', 'élevé', 'cer', 'contamination', '-mon', 'âge', '78ans', '-fragilité', 'cardiaque']","['PRON', 'VERB', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'VERB', 'CCONJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'DET', 'NOUN', 'NUM', 'NOUN', 'ADJ']"
180,"['pour', 'entourage', 'pour', 'confinemer', 'devenir', 'relation', 'humain']","['ADP', 'NOUN', 'ADP', 'VERB', 'VERB', 'NOUN', 'ADJ']"
181,"['après', 'six', 'semaine', 'indemne', 'parent', 'enfant', 'confiner', 'quid', 'déconfinement', 'deux', 'enfant', 'revenir', 'le', 'extérieur', 'soir']","['ADP', 'NUM', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADV', 'NUM', 'NOUN', 'VERB', 'DET', 'NOUN', 'NOUN']"
182,"['le', 'relâchement', 'après', 'confinement', 'oublier', 'geste', 'protecteur', 'sortir', 'masqu', 'réemployer', 'transport', 'commun', 'heure', 'point']","['DET', 'NOUN', 'ADP', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ']"
183,"['1', 'degré', 'que', 'confinement', 'respecter', 'entraîner', ""une'"", 'deuxième', 'vague', '2', 'degré', 'que', 'déconfinement', 'fass', 'grand', 'improvisation', 'français', '3', 'degré', 'que', 'pouvoir', 'public', 'tirer', 'aucun', 'leçon', 'pandémie', 'plan', 'économique', 'social', 'matière', 'hospitalier', 'domaine', 'réflexion', 'semble', 'nécessaire', 'direction', 'prendre', 'société']","['NUM', 'NOUN', 'SCONJ', 'NOUN', 'VERB', 'X', 'DET', 'ADJ', 'NOUN', 'NUM', 'NOUN', 'SCONJ', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'SCONJ', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'VERB', 'NOUN']"
184,"[""n'"", 'être', 'réellement', 'autre', 'travaillent', 'hôpital', 'confiné', 'mauvaiser', 'condition', 'mauvais', 'personne', 'perdre', 'leur', 'emploi']","['ADV', 'AUX', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'DET', 'NOUN']"
185,"['confinemer', 'dur', 'plus', 'longtemps', 'que', 'annoncer', 'beaucoup', 'gen', 'chômag', 'population', 'défavoriser', 'davantage']","['VERB', 'ADJ', 'ADV', 'ADV', 'SCONJ', 'VERB', 'ADV', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'ADV']"
186,"['devant', 'reportage', 'anxiogène', 'télévision', 'je', 'avoir', 'envie', 'de', 'être', 'hospitaliser', 'de', 'être', 'déclarer', 'non', ""'"", 'réanimable', 'le', 'nombre', 'mort', 'pays', 'monde', 'inquiéter', 'je', 'rassurer', 'gestion', 'crise']","['ADP', 'NOUN', 'ADJ', 'X', 'PRON', 'AUX', 'NOUN', 'ADP', 'AUX', 'VERB', 'ADP', 'AUX', 'VERB', 'ADV', 'PUNCT', 'ADJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'PRON', 'VERB', 'NOUN', 'VERB']"
187,"['peur', 'revoir', 'proche', 'peur', 'mourir', 'seul']","['NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADJ']"
188,"['le', 'contact', 'entre', 'personne', 'proche', 'moindre', 'signe', 'tel', 'toux', 'nez', 'bouché', 'fatigue']","['DET', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'NOUN']"
189,"['le', 'risque', 'de', 'un', 'surinfection', 'cer', 'déconfinement', 'brutal']","['DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'VERB', 'ADV', 'ADJ']"
190,"['aucun', 'respecte', 'règle', 'confinemer']","['DET', 'NOUN', 'ADJ', 'VERB']"
191,"['en', 'concerne', 'maladie', 'essayon', 'de', 'être', 'prudent', 'respecter', 'règle', 'confinemer', 'mon', 'inquiétude', 'aller', 'vers', 'personne', 'ager', 'seul', 'femme', 'enfant', 'maltraiter', 'bien', 'sûr', 'migrant', 'sans-abris']","['PRON', 'VERB', 'NOUN', 'ADJ', 'ADP', 'AUX', 'ADJ', 'VERB', 'ADJ', 'VERB', 'DET', 'NOUN', 'VERB', 'ADP', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB']"
192,"['multiple', 'divers', 'domaine', 'le', 'éducation', 'vie', 'économique', 'rapport', 'social', 'trouble', 'devoir', 'difficulté', 'genre', 'famille', 'travail']","['ADJ', 'ADJ', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN']"
193,"['de', 'voir', 'subir', 'confinement', 'priver', 'sortir', 'solitaire', 'montagne']","['ADP', 'VERB', 'VERB', 'AUX', 'VERB', 'ADJ', 'VERB', 'ADJ']"
194,"['il', ""n'"", 'être', 'compliquer', 'respecter', 'confinement', 'maison', 'je', 'inquiéter', 'vivre', 'appartemer', 'pouvoir', 'sentir', 'prisonnier', 'de', 'espace', 'le', 'inquiétude', 'également', 'direction', 'soignant', 'hôpital', 'ehpad', 'infirmier', 'domicile', 'aide', 'personn', 'premier', 'ligne', 'devoir', 'prendre', 'tout', 'précaution', ""qu'"", 'il', 'approcher', 'nous', 'pouvoir', 'craindre', 'français', ""n'"", 'avoir', 'saisir', 'nécessiter', 'distanciation', 'nécessaire', 'port', 'généraliser', 'masqu', 'pouvoir', 'imposer']","['PRON', 'ADV', 'AUX', 'VERB', 'VERB', 'ADJ', 'NOUN', 'PRON', 'VERB', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADP', 'NOUN', 'DET', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NUM', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'PRON', 'PRON', 'VERB', 'PRON', 'VERB', 'VERB', 'ADJ', 'ADV', 'AUX', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB']"
195,"['propagation', 'virus', 'chez', 'personne', 'fragile', 'jeune', 'âgé', 'problème', 'cohabitation', 'prolongée', 'difficulté', 'économique']","['NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ']"
196,"['inquiétude', 'niveau', 'pouvoir', 'attraper', 'grippe']","['NOUN', 'NOUN', 'AUX', 'VERB', 'NOUN']"
197,"['comment', 'lutter', 'vraiment', 'contre', 'ce', 'ennemi', 'invisible']","['ADV', 'VERB', 'ADV', 'ADP', 'DET', 'NOUN', 'ADJ']"
198,"['jusqu', 'découverte', 'de', 'un', 'traitement', 'de', 'un', 'vaccin', 'augmentation', 'pandemie', 'malades', 'mort', 'très', 'gros', 'problème', 'économique', 'augmentation', 'précarité', 'france', 'famine', 'monde']","['ADJ', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADP', 'DET', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'ADJ', 'PROPN']"
199,"['peur', 'second', 'vague', '....']","['NOUN', 'ADJ', 'NOUN', 'PUNCT']"
200,"['peur', 'second', 'vague', 'peur', 'de', 'vivre', 'avec', 'ce', 'menace', 'longtemps', '....', 'peur', 'de', 'ne', 'pas', 'profiter', 'de', 'mon', 'famille', 'avant', 'de', 'partir', '....']","['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADP', 'DET', 'NOUN', 'ADV', 'PUNCT', 'NOUN', 'ADP', 'ADV', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN', 'ADP', 'ADP', 'VERB', 'PUNCT']"
201,"['conséquence', 'de', 'un', 'contamination']","['NOUN', 'ADP', 'DET', 'NOUN']"
202,"['transmettre', 'virus', 'conjoindre', 'souffrir', 'pathologie', 'grave']","['VERB', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'ADJ']"
203,['aucun'],['DET']
204,"['inquiétude', 'surtout', 'le', 'avenir', 'enfant', 'petit', 'enfant', 'aussi', 'bien', 'sanitaire', 'que', 'économique']","['NOUN', 'ADV', 'DET', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADV', 'ADJ', 'SCONJ', 'ADJ']"
205,"['le', 'main', '-', 'mise', 'laboratoire']","['DET', 'NOUN', 'NOUN', 'NOUN', 'ADJ']"
206,"['le', 'solitude', 'le', 'isolement', 'risque', 'décrocher', 'catastrophe', 'social', 'financier']","['DET', 'NOUN', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ']"
207,"['manqu', 'contact', 'réel', 'gen']","['ADJ', 'NOUN', 'ADJ', 'ADJ']"
208,"['compte', 'tenir', 'age', 'pathologier', 'plus', 'grand', 'risque']","['NOUN', 'VERB', 'NOUN', 'VERB', 'ADV', 'ADJ', 'NOUN']"
209,"['un', 'éventuel', 'hospitalisation', 'le', 'avenir', 'relation', 'social']","['DET', 'ADJ', 'NOUN', 'DET', 'NOUN', 'NOUN', 'ADJ']"
210,"['inquiétude', 'évident']","['NOUN', 'ADJ']"
211,"['information', 'changeant']","['NOUN', 'ADJ']"
212,"['tomber', 'malade']","['VERB', 'ADJ']"
213,"['tomber', 'malade', 'proche', 'tombent', 'malade']","['VERB', 'ADJ', 'ADJ', 'ADV', 'ADJ']"
214,"['conséquence', 'économique', 'social', 'probablement', 'catastrophique']","['NOUN', 'ADJ', 'ADJ', 'ADV', 'ADJ']"
215,"['inquietude', 'face', 'maladie', 'inquietude', 'avenir', 'absence', 'perspectif']","['NOUN', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ']"
216,"['être', 'obliger', 'rester', 'confiner']","['AUX', 'VERB', 'VERB', 'VERB']"
217,"['inquiétude', 'descendant', 'enfant', 'revenir', 'petit', 'enfant', 'école', 'leur', 'projet', 'professionnel', 'autre', 'stopper', 'inquiétude', 'pauvre', 'tout', 'planète', 'compris', 'france', 'menacer', 'faim', 'inquiétude', 'planèt', 'retour', 'jetable', 'le', 'usage', 'unique', 'hygiène', 'oblige', 'inquiétude', 'capacité', 'volonter', 'deréussir', 'transition', 'écologique', 'inquiétude', 'dett', 'allon', 'laisser', 'jeune', 'inquiétude', 'enfin', 'réussite', 'déconfinement', 'nécessaire', 'délicat', 'organiser']","['NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'DET', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'ADV', 'VERB', 'ADV', 'ADJ', 'NOUN', 'VERB']"
218,"['contagion', 'confinemer', 'crise', 'économique']","['NOUN', 'VERB', 'NOUN', 'ADJ']"
219,"['mon', 'inquiétude', 'plusieurs', 'sorte', '..', 'descendance', 'peur', 'le', 'accroissement', 'pauvreté', 'france', 'le', 'avenir', 'mari', '..', 'le', 'arrêt', 'brutal', 'de', 'un', 'vie', 'actif', 'etc', '..']","['DET', 'NOUN', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'DET', 'NOUN', 'ADJ', 'PROPN', 'DET', 'NOUN', 'NOUN', 'PUNCT', 'DET', 'NOUN', 'ADJ', 'ADP', 'DET', 'NOUN', 'ADJ', 'X', 'PUNCT']"
220,"['le', 'peur', 'le', 'avenir', 'génération', 'enfant', 'petit', 'enfant', 'etc', '..']","['DET', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'PUNCT']"
221,"['on', 'savoir', 'le', 'épidémie', 'aller', 'se', 'arrêter']","['PRON', 'VERB', 'DET', 'NOUN', 'VERB', 'PRON', 'VERB']"
222,"['mon', 'inquiétude', 'ce', 'être', 'contracter', 'virus', 'de', 'aller', 'le', 'hôpital']","['DET', 'NOUN', 'PRON', 'AUX', 'VERB', 'NOUN', 'ADP', 'VERB', 'DET', 'NOUN']"
223,"['je', 'avoir', 'déjà', 'infecter', 'actuellement', ""n'"", 'être', 'possible', 'savoir', 'immuniser', 'non', 'oui', 'pendant', 'combien', 'temps']","['PRON', 'AUX', 'ADV', 'VERB', 'ADV', 'ADV', 'AUX', 'ADJ', 'AUX', 'VERB', 'ADV', 'NOUN', 'ADP', 'ADV', 'NOUN']"
224,"['agacement', 'de', 'un', 'enfermement', 'baser', 'instigation', 'premier', 'évidence', 'tout', 'famille', 'éduquer', 'le', 'hygiène', 'corporel']","['ADV', 'ADP', 'DET', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'DET', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ']"
225,"['que', 'il', 'davantage', 'mort', 'le', 'souffrance', 'malades', 'celui', 'famille', 'endeuiller', 'le', 'conséquence', 'néfaste', 'confinemer', 'vie', 'plus', 'pauvre']","['SCONJ', 'PRON', 'VERB', 'NOUN', 'DET', 'NOUN', 'AUX', 'PRON', 'NOUN', 'VERB', 'DET', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADV', 'ADJ']"
226,"['redoute', 'nouveau', 'vague', 'contaminatier', 'plus', 'grave', 'de', 'autant', 'corps', 'medical', 'exténuer', '....']","['VERB', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADJ', 'ADP', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'PUNCT']"
227,"['que', 'il', 'de', 'autre', 'combat', 'parade']","['SCONJ', 'PRON', 'ADP', 'ADJ', 'NOUN', 'ADV']"
228,['contamination'],['NOUN']
229,"['désobéissance', 'de', 'un', 'minorité', 'prolongement', 'confinemer', 'contamination', 'nouveau']","['NOUN', 'ADP', 'DET', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']"
230,"['que', 'promesse', 'changer', 'monde', 'radicalemer', 'après', 'aussitôt', 'oublier']","['SCONJ', 'NOUN', 'VERB', 'NOUN', 'VERB', 'ADP', 'ADV', 'VERB']"
231,"['au-delà', 'dimension', 'sanitaire', 'social', 'moment', 'ce', 'brutal', 'inclusion', 'aller', 'déséquilibrer', 'durablement', 'tout', 'économie', 'pays', 'dynamique', 'négatif', 'commencer', 'lecapitalisme', 'avoir', 'régner', 'maître', 'absolu', 'ra', 'réinventer', 'nouveau', 'ressort']","['ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'DET', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADV', 'DET', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'AUX', 'VERB', 'NOUN', 'VERB', 'ADP', 'VERB', 'ADJ', 'NOUN']"
232,"['confinemer', 'pendant', 'long', 'période']","['VERB', 'ADP', 'ADJ', 'NOUN']"
233,"['au', 'delà', 'résolution', 'sanitaire', 'capacité', 'ordre', 'retrouver', 'vie', ""'"", 'normal', 'façon', 'solidaire']","['ADP', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'PUNCT', 'ADJ', 'NOUN', 'ADJ']"
