Id;Caption
2476;"avenir inconnu
 changement de vie et perte de nos libertés dans nos déplacements
 inquiétudes pour la jeunesse"
2477;je n'ai pas d'inquiétudes parce que je respecte toutes les règles
2478;"grande confusion sur la façon dont commence à se dérouler le déconfinement
 crainte d'un effet 'Libération de Paris' à la fin de la 2e guerre
 risque sérieux d'un rebond de la pandémie
 atteinte grave et durable aux libertés au prétexte (réel mais ..) de préserver à tout prix la vie et la santé de la population"
2479;si contaminé, manque de place dans services de soins intensifs ou choix médical excluant les vieux.
2480;"Privation de libertés pour tous
 Population française est mouton"
2481;"Être hospitalisé avec 'obstination déraisonnable'. C'est à dire me retrouver dans un état délabré à la sortie.
 Dans le cas de décès à l'hôpital il semble que l'on manque même de produits adoucissants la fin.
 De plus dans les EHPAD il est évident qu'au moins des centaines de personnes sont mortes étouffées et seules la nuit."
2482;Je m'interroge  et me demande si la société, le monde vont sortir meilleurs, plus libres et solidaires, plus justes et moins inégaux qu'actuellement. Certes, ça relève plutôt de l'utopie... Si cette crise dure, je crains que ça ne se traduise par un énorme tour de vis.
2483;Combien de temps avant le vaccin car je suis sujet à risque.? Ne pas revoir avant longtemps ma petite fille de 15mois  car éloignée de 600kms . Le chômage pour les enfants
2484;evolution sur notre style de vie surtout pour les jeunes beaucoup de difficultés avenir trés angoissant
2485;On nous fragilise , on nous manipule  la nature  fait son nettoyage  on a fait des cooneries  on paye . On prends le personnnes agees pour des demeurées  .on nous infantilise.  C est ma réflection  j ai peut  etre tort  .l avenir le dira  . J ai 80 ans et suis en pleine forme
2487;Le non respect des mesures barrières
2488;inquiétude par rapport au chômage  que va entraîner cette pandémie, également pour l'avenir de nos petits et arrière petits enfants
2489;qu'après le déconfinement, la pandémie recommence, ça paraît logique tant que le vaccin se sera pas trouvé
2490;Economiques principalement
2491;"sur les conséquences -que sera l'avenir pour les enfants et petits-enfants
 saura-t-on mettre en place les comportements individuels ,les virements sociétaux souhaitables -halte au toujours plus ,toujours plus vite"
2492;futures revoltes sociales. décrédibilisation de la parole publique.
2495;J'ai eu le COVID cela m'a inquiétée à posteriori pas pendant
2496;pour mes enfants et petits enfants inquiétude sur le tissu économique et sociétaire
2497;Isolement surtout
2498;La non maîtrise du virus , les incertitudes économiques pour les jeunes générations , le manque de liberté d action, les risques sur la culture dans un avenir proche....
2499;sur les conséquences économiques et sociales
2501;D'avoir cette maladie, d'autant plus que je suis seule et n'ai pas d'enfant.
2502;déconfinement  des gens agés après les autres délit de vielle gueule !
2503;le non respect des consignes de sécurité des personnes
2505;pas vraiment d'inquiétude, plutôt des questionnements
2506;Non respect des règles de sécurité par les individus moins âgés
2507;informations insuffisantes
2508;L'avenir de mes enfants et petits-enfants
2509;pas vraiment d'inquétude.
2510;Une reprise de l'épidémie par manque de vigilance et surtout les conséquences sur l'économie
2511;"l'impression d'être une marmotte qui entre en hibernation.
 être coupé de ses repères habituels.
 être déconnecté du monde"
2512;Avoir la maladie qui parait difficile à guérir et qui paralyse le monde surtout les plus vulnérables ( vieux ,pauvres surtout)
2513;"une question de santé et pour l'avenir, toutes les victimes, tous ceux qui sont courageux autour d'eux
 C'est grave, c'est le monde entier"
2514;Le respect des gestes barrières ou celui des déplacements non obligatoires est loin d'être total.
2516;être atteinte du coranovirus ou ...le transmettre
2517;Les groupes de jeunes africains qui se rassemblent au coin de la rue dans notre quartier.
2518;"Contracter le virus avec une probabilité très importante de décéder, sinon vivre dans une société insécure où les 'jeunes' ne se sentent pas obligés de respecter les gestes barrières alors que faire la queue et/ou être en promiscuité dans les commerces risque devenir habituel.
 Ne pas disposer de l'information médicale nécessaire pour renforcer/adapter les défenses immunitaires. En particulier pour remédier à l'inactivité de l'enzyme DELTA 6 DESATURASE qui affecte les plus de 70 ans et qui apparaît déterminante dans la transformation des omégas 3 afin d'éviter l'orage immunitaire. 
 La crise économique à venir, qui s'ajoute aux effets du dérèglement climatique."
2519;mourir en délaissé
2520;je respecte les consignes
2521;Inquiétude modérée du fait des mesures de confinement avec respect des distances physiques lors des sorties. Après déconfinement, le port du masque en espace public, transports publics et magasins devrait réduire les risques de transmission en cas de distance physique ponctuellement réduite inférieure à 1 m.
2522;"L'inconscience de la gravité de la contagion possible et l'égoïsme et le manque de civisme parfois de certains.
 Bien sûr, une inquiétude légitime pour ma santé et celle de mes proches et l'inquiétude pour ceux qui seront touchés économiquement par cette crise.
 Une inquiétude pour le devenir culturel en France, pour les contacts associatifs, les concerts, cinémas, théâtres..."
2523;étouffement
2524;Crise économique et sociale générée par une épidémie comme les autres
2525;"Peur pour moi et mes proches d'être malade
 Peur de sortir
 Peur du déconfinement"
2526;développement de la pandémie
2527;"-L'inconscience déjà perceptible  d'une large part de la population, à l'occasion du déconfinement annoncé. 
 
 - les incohérences de ceux qui sont réputés orchestrer ces procédures."
2528;Aucune
2529;Désorganisation de l economie et de la vie sociale
2530;Peur d'être malade et de ne plus être en contact avec mes enfants et petits-enfants vivant aux Etats-Unis et au Canada, quand un prochain voyage pour leur rendre visite?
2532;difficile a guerir soins en rea reserves aux plus jeunes
2533;Que le confinement ne soit pas respecté
2534;"Manque d'accès aux moyens de protection.
 Mauvais respect des mesures de protection. 
 Durée de l'éloignement de la famille.
 Remontée du nombre de malades.
 Problèmes de perte de travail pour beaucoup, problèmes financiers
 Difficultés d'accès à certains  traitements (autres que liés au covid)"
2535;"contagion..
 situation economique"
2536;"Pas très inquiet pour moi -même, plutôt pour ma mère qui a 99 ans et qui est en EHPAD.
 Le manque de contact humain humain est criant mais on peut y pallier en partie grâce aux  technologies de l'information"
2538;ne pas voir mes amis
2539;"Nous voyons encore trop de personnes dans les rues, magasins, etc...sans masque !
 Les gestes barrière, c'est bien  sympha mais avec le port du masque obligatoire ce serait mieux."
2541;que suite à des non respects le confinement ne soit pas à la hauteur des sacrifices
2542;Le non respect des directives nationales de la part de certain(e)s
2543;aucune
2544;"des info contradictoires tous les jours au sujet du port des masques ,mais je comprends que cela ne soit pas facile à gérer : il ne faudrait pas attendre le 11 mai pour être précis.
 La grosse inquiétude c'est la récidive du virus !!"
2545;"Pas très inquiet pour moi.
 Inquiet pour ma mère qui a 99 ans et qui est en EHPAD"
2546;"Inquiète par rapport ses pathologies
 Colère contre le gouvernement  qui couvre son insuffisance par des paroles lénifiantes"
2547;"Je crains que ma belle mère 97 ans meurt. Elle vient de se casser la col du fémur et continue de ne pouvoir rencontrer personne de sa famille.
 Plus généralement, je crains que nous nous ne montrions pas assez responsables, inventifs et solidaires en France, en Europe et de part le monde,"
2548;"- 1) Une irresponsabilité répétée de l'exécutif du pays : Tenue des élections municipales, alors qu'il était recommandé aux plus de 70 ans de rester chez eux. Présidents et assesseurs sans aucune protection. (Je m'y suis rendue, avec un masque, des gants, et j'étais la seule...)
  2) Un manque de respects, par certains adultes, jeunes et moins jeunes, de règles minimales, comme des gestes barrières et port du masque. Un envahissement des plages de proximité...qui ont entraîné de nouvelles interdictions et une surveillance accrue de la police.
 3) Un déconfinement prématuré, pour certains, les plus jeunes  et leurs parents sans tenir compte des recommandations de médecins, plus compétents dans ce domaine, en particulier pour les enfants de maternelle, voire des premières classes des écoles élémentaires (Que représentent six mois dans une vie, d'enfants, et pour une personne âgée en EPHAD ?. les mesures doivent être envisagées différemment avec le concours des personnes de terrains, responsables.)
 La reprise de l'école dans des conditions  difficiles, qui exigent de la part des Collectivités locales pour le moment les communes et leurs élus, mais aussi les enseignants (non consultés), dans un contexte déjà dégradé où les moyens ont été extrêmement réduits et en particulier les salaires
 4) La casse des services publics, systématique et à vitesse accélérée, avec des inégalités dans les territoires,  le plus souvent au profit du privé. (hôpitaux, maternités, EPHAD, la Poste, la SNCF, la récente proposition de réforme des retraites, les délocalisations, la réforme du chômage, ...Les questions liées à la Dépendance des personnes âgées que l'on veut séparer de la protection sociale globale, conquis sociaux datant de 1945 et exprimant si il en est besoin la solidarité intergénérationnelle) Que devient l'Intérêt général ? La promotion sociale ? par l'education et la culture"
2549;Manque de précision dans les informations gouvernementales
2550;Le fait qu'unombre de personnes se déconfinent avant le 11mai, ce qui fait que la cotagiosité demeure trop élevée et le ministre de la santé annonçait que le déconfinement pourrait être retardé.
2551;"contacter la forme grave de la maladie 
 conséquences économiques et financières directes et indirectes"
2552;la rentrée scolaire
2553;"Vu qu'on ne sait pas grand chose sur ce virus, ma crainte est qu'il ne touche, in fine, les jeunes et les enfants. 
 Pour le moment, il ne m'inquiète absolument pas.."
2554;l'intubation, le coma artificiel....
2555;"Pas de traitement
 Pas de dépistage ni isolation des malades"
2556;"1. Perdre un membre de ma famille et/ un de mes amis
 2. contracter le virus et ne pas m'en sortir
 3. Ces mois de confinement = ma vie active entre parenthèses = des semaines de vie qui me sont volées"
2557;être contaminé, malade et perdre la vie. Contaminer les proches.
2558;"Inquiète d'être contaminée pendant ses courses
 Craint le non respect des règles de distance"
2560;Absence de véritable remède et inconnues sur la propagation après confinement
2561;Essentiellement pour les enfants et petits-enfants
2562;L'utilisation d'une crise sanitaire, certes sérieuse mais récurrente tous les 20 à 50 ans, pour restreindre les libertés de l'ensemble des citoyens en créant une psychose et en organisant l'irrationalité comme l'ont fait le gouvernement, l'administration et notamment les médecins de santé publique qui ne sont que des médecins d'opérette. Le confinement généralisé n'apporte rien ou presque en terme de diminution de la contagiosité, peu en terme de mortalité qui restera identique l'aire sous la courbe n'étant pas diminuée par l'abaissement du picde l'épidémie, la fermeture des espaces publics (parc, littoral, montagne ou campagne) est totalement contre productive. Le vote d'un état d'urgence sanitaire, retirant tout contrôle au parlement, est un déni de démocratie. La passivité actuelle des citoyens et de leurs représentants politiques est extrêmement inquiétante et traduit une 'sinisation' des populations. L'absence de toute information critique n'est pas fait non plus pour rassurer sur l'avenir, tant pour nos générations que pour les plus jeunes.
2563;"être contaminé, malade et perdre la vie.
 Contaminer les proches"
2564;Que des abrutis ne respectent pas les règles de base . Distanciation et masque PARTOUT
2567;comme tout le monde un peu inquiete mais si tout le monde respecte les regles de securité je pense qu'ont peut  y arriver
2568;Je n'ai pas trop d'inquiétude vivant dans une zone verte sur l'île de Ré où nous avons été confinés suffisamment tôt
2569;Je suis sidérée par le comportement de nos contemporains tout au moins un certain nombre d' entre eux. Braver les interdits, refuser toute frustration, clamer des affirmations sur des domaines comme la santé,  l'économie, la politique de confinement. ... C'est là ma plus grande inquiétude
2570;La propagation du virus  le risque d'être contaminé
2571;"les gens ne sont pas vigilants
 inquiétude économique"
2573;"- inquiétudes sur les conséquences familiales en cas de maladie
 - inquiétudes sur les conséquences 'nationales' dans tous les domaines."
2574;Manque de contacts sociaux, activités socio-culturelles et sportives impossibles
2575;Isolement accentué et mise à l'écart,  injonctions données 'de manière de faire' et infantilisation par rapport à une responsabilité (pourtant bien acquise) de 'savoir vivre' et de savoir subvenir à son quotidien ou à sa santé.
2576;Que ma fille tombe malade ou moi-même sans être bien soignée, puisqu'il est recommandé d'êtredans une situation déjà très dégradée pour appeler le 15 et à ce moment là c'est hoptital intubation .... En général il vaut mieux intervenir au début d'une maladie. Transposons le conseil d'attente aux cas de l'AVC -attendez d'être vraiment paralysé- , de la crise cardiaque, cela semble stupide et un conseil très dangereux
2577;De voir la technocratie prendre définitivement le pouvoir.
2578;"- déconfinement : risque que beaucoup se considèrent comme 'libérés', et en oublient les gestes barrières
 - les risques pour les 'plus fragiles', âgés, et ayant des pathologies"
2579;A quand la fin de tout cette hysterie
2580;L'atteinte pulmonaire.
2581;Plus d'aide pour personnes de moins de 75 ans refus de la MDA et santé problématique
2582;être infecté
2583;d'être contaminé et de contaminer mon épouse qui est sous chimiothérapie
2584;"sur le plan personnel étant dans une région peu impactée par le virus, je m'inquiète surtout pour mes petits enfants et ma fille qui vivent à Paris, sur les conséquences psychologiques sur les petits.
 sur le plan général sur les dégâts sociaux et économiques à la sortie de la crise sanitaire"
2586;"Mon inquiétude est surtout d'ordre écologique, si cette pandémie a lieu c'est que les animaux vivants avec ce virus se rapprochent des hommes car nous (les humains, le capitalisme) détruisons leur habitat qui est souvent la forêt primaire.
 Tant que notre mode de vie sera aussi destructeur nous serons en proie à ce genre de risques (Chauves-souris > serpents et fourmis > pangolins)."
2588;C'est le risque de ne plus pouvoir se déplacer librement.
2590;"Que les gens explosent sans respecter les mesures de sécurité. 
 Comment vont se dérouler les premiers jours .
 Je suis prête à attendre encore s'il le faut mais je m'inquiète de mes voisins à savoir quand on pourra se revoir ."
2591;que mes enfants et petits enfants soient contaminés . Etre contaminée
2592;"Inquiétude pour les proches plus ou moins lointains, du cercle retreint de la famille et des amis les plus proches à ceux du tissu relationnel élargi.
 Inquiétude pour la vie économique et les suites
 Inquiétude pour moi-même ( j'ai encore des choses à faire avant de partir)."
2593;pas d'inquiétude particulière
2594;Finir mes jours dans un EHPAD et pas décéder du covid-19 !
2595;"que personne ne respecte les règles 
 Les supermarchés sont anxiogènes (sort son mètre quand les gens sont trop proches)
 Le coronavirus signalé déjà avant"
2597;Cela bouleverse mes habitudes et mon envie d'avancer
2598;risquer de mourir étouffer
2599;"resortir et être en contact
 peur de la deuxième vague"
2600;l'indiscipline éventuelle des gens, les difficultés pour se ravitailler, la crainte permanente de croiser d'autres personnes quand on va faire les courses ou plus généralement dès que l'(on sort de chez soi
2601;"Solitude pesante
  
 Risques pour la santé. 
 Pas de liberté
 Presque de la psychose"
2602;Le confinement n'est pas un combat, nous nous cachons sans attaquer le virus. C'est une défense passive contre un virus qui lui attaque. Il n'y a pas de tests . Nous en sommes encore au niveau de la drôle de guerre.
2603;Risque de succomber, de contaminer les autres
2604;le nombre effrayant d'informations contradictoires et ses effets anxiogènes d'une part, d'autre part la stigmatisation de plus en plus grande de certaines catégories et notamment 'les vieux' notre infantilisation, on nous traite comme si nous étions tous des décérébrés, sans aucune autonomie
2605;celles d'avoir de moins en moins de libertés
2606;Vivant à la campagne dans un milieu très sécurisé, le confinement est confortable. L'aide de mes jeunes voisins ( neveux et nièces) pour les achats de nourriture a été très appréciable. Ma réflexion/inquiétude concerne beaucoup plus leur avenir que le mien. Je suis très optimiste quant à leur faculté d'adaptation pratique par contre très attentive/inquiète à la récession économique. La meilleure aide que je pourrai leur apporter sera financière. La transmission de l'expérience est beaucoup plus difficile.
2607;risque sanitaire grave compte tenu de l'etat déjà pitoyable de notre service de santé débordé sans epidémie
2608;Attraper le covid19 quand on est, comme moi une personne à risque. Ancien gros fumeur j'ai pas mal d'emphysème
2609;"Inquiétude économique
 Inquiétude suite aux décisions pas très claires des politiques
 Manque de citoyenneté
 Affolement inutile des citoyens
 Peur que l'économie ne reparte pas."
2610;qu'il affecte un membre de ma famille
2611;C'est que cela tue des liens sociaux à cause de la fermeture des bars : lieux de convivialité
2613;de nombreuses personnes minimisent le danger
2614;"Peur que quelq un de proche soit malade  .
 Re ouvrir les écoles j'étais pour .mais c'est trop compliqué pour tout le monde .ça me contrarie"
2615;Impossibilité de se déplacer en transports publics
2616;Il faut tester tous les français en priorité personnes âgées.ne pas oublier les sdf clandestins gitans et divers
2617;peur de la mort
2618;C'est une impression d'enfermement ,et des inqiétudes pour mes enfants et petits enfants.Normal?
2619;Que tout reprenne comme avant. Que l'administration française continue à embêter son monde. Que le monde continue à être gouverné par l'économie et les entreprises multinationales, etc...
2620;Les conséquences sociétales, économiques, et la violence qui va venir probablement dans les mois et années, les conséquences sur la vie des générations plus jeunes. Le danger sanitaire lui-même ne m'angoisse pas trop puisqu'il y a des moyens de le diminuer
2621;aucune
2622;"La reprise du pic de  contamination après l'arrêt du confinement.
 La crise de confiance dans ceux qui ont le pouvoir gouvernemental ou scientifique.
 La solitude imposée devenue un geste de défense acceptée, d'où des rapports sociaux difficiles."
2623;peur de la mort seule
2624;inquiétudes modérées. 'je reste chez mois' en dehors des provisions à faire.
2626;Une question concernant le corps médical et paramédical qui ont fermé leurs portes ou accueillent en téléconsultations c'est inadapté pour certaines maladies
2627;être contaminée soit de manière bénigne, soit gravement
2628;"de tomber malade ou que mon conjoint le soit
 que mes enfants et petits-enfants soit durement affectés: santé, activité professionnelle ou de formation"
2629;que ce COVID 19 continue à se répendre,que l'on ne puisse pas l'éradiquer
2630;ne plus voir les copains et copines
2631;Le manque de discipline des français qui risque de redéclancher  une nouvelle vague de corona 19 ce qui va plomber un peu plus le pays et créer des drames humains.
2633;Le de Confinement qui risque, s'il est mal géré,  une nouvelle flambée  du virus
2634;la contamination , l'isolement
2635;la santé des infectés et l'impossibilité de connaître l'efficacité des moyens de limiter la contamination
2636;que lors du déconfinement la responsabilité de chacun laisse à désirer et que l'épidémie reprenne de plus belle
2637;"risque personnel
 risque pour les situations à risque avec comorbidité"
2638;Que mes descendants (enfants, petits-enfants) soient touchés.
2639;L'incertitude dans laquelle nous nous trouvons
2640;le non respect des gestes barrières, et un dé confinement trop rapide
2641;enfants dans la région parisienne
2642;"de ne pas voir mes enfants et petits enfants
 et de perdre les activites et liens sociaux
 et le contact avec les autres
 perdre ses motivations dans ce confinement routiner"
2643;"Ne pas voir la fin,
 L'éloignement des petits enfants, ne pas les prendre dans les bras"
2644;La peur de voir cette maladie durer énormément de temps donc de voir une vie ôtant beaucoup de liberté, d'obligations qui va réduire énormément notre vie sociale déjà diminuée du fait de vivre souvent seul après une vie très familiale.
2645;Confinée dans de bonnes conditions, ainsi que le reste de ma famille, pas trop d'inquiétudes en ce qui concerne le cercle familial et amical. par contre inquiétudes pour les familles mal logées suivies pendant l'année dans le cadre associatif
2646;intervention reportée pour un cancer de la prostate
2647;"Je m'inquiète des conséquences économiques sur la vie des français
 On arrivera à vaincre la maladie"
2649;j'ai l'inquiétude de me retrouver parmi  les cas graves que la médecine actuelle n'arrive pas à soigner.
2651;1)  Attraper le virus car j'ai 92 ans, avec peace-maker , sorti de l'hôpital pour un trou dans le colon, Grand  Mutilé de Guerre à 100%+8°  ...  la TOTALE  !!
2652;PAS DE MASQUE
2653;la perspective de se retrouver en réanimation
2654;Que mes enfants (dont une fille au Liban et un fils qui est contaminé mais qui va bien maintenant) et petits enfants soient contaminés, mois aussi.  Mais je me interroge sur les masques parceque on nous dit tout et son contraire donc on finit pas par savoir que faire.
2655;sur le déconfinement, que la majorité et notamment les personnes agées et les jeunes ne suivent plus les règles en ne se respectant pas les uns les autres.
2656;Que l'épidémie dure encore des mois, voire des années et que nombre de personnes ne respecte pas les moyens de lutter contre ce fléau
2657;Que la fin du confinement entraîne trop de monde dans les transports et les rues, sans respecter les distances de sécurité.
2658;risque de contagion ,  l'isolement et la perte de repères
2659;Mes inquiétudes concernent ma mère qui va avoir 98 ans en EHPAD et que nous ne pourrons pas encore approcher, prendre dans nos bras
2660;"Inquiétude pour les enfants. Trop compliqué. 
 Aussi pour le deconfinement des anciens . On en parle pas .
 Sortir d'un seul coup  me semble dangereux ."
2661;Je crains qu'avec le déconfinement les gens ne prennent pas assez de préccautions et que le virus se propage à nouveau. Un nouveau confinement me fait plus peur que d'attraper le virus.
2662;le déconfinement et le façon de se déplacer,les transports en commun m'inquiètent comment vont reprendre des activités de groupe
2663;c'est une pandémie à risque
2664;pas pour moi, mais pour mes enfants et petits enfants. Car personne ne sait comment cela va évoluer, et vivre confiné n'est pas pensable, ce n'est pas une vie.
2665;"Le monde v t'il s'ametio Et j'aimerais participer à celle ci
  Un liberte de plus."
2666;Risque des personnes âgées mortalité très importante
2669;Complication de la vie sociale, mise en danger personnelle et de proches.
2670;D'être contaminée.
2672;bjr après le déconfinement reprise du virus
2675;Je redoute qu'aucune action ne soit entreprise pour arrêter l'accélération des épidémies que nous traversons depuis quelques décennies. Les chercheurs qui ont manifesté récemment pour maintenir et augmenter  leurs crédits de recherche ne sont jamais invités dans les médias et tout va recommencer de plus belle à la fin de la pandémie actuelle: l'humanité est menacée.
2676;J'ai peur de mourir salement , étouffée par le corona virus, car je suis la cible idéale : 88 ans, diabétique, asthmatique, hypertendue, + quelques kilos en trop, +...+...+...
2677;Mes inquiétudes viennent des suites du déconfinement:je ne suis pas rassurée par les mesures de protection annoncées car il sera difficile de les respecter rigoureusement longtemps.
2679;"Ne pas connaître exactement son état de sante si l'on a des symptomes atypiques , et , ou bien se replier inutilement sur soi par crainte de contaminer son entourage , ou bien  ne pas prendre assez de précautions par excès d
 optimisme . Interrogations sur son aptitude à reprendre ses activités habituelles( aussi modestes soient elles) après une longue période de repli . Est onvraiment prêt abasculer dans l'au delà ...?"
2680;J'ai ma compagne qui vit près d'Ales et nous ne pouvons plus nous voir et elle et moi aussi avons besoin de nous revoir mais comme nous ne sommes pas mariés ni pacses le déplacement en train 3h tgv nous est interdit mais pas pour d'autres .Nous sommes tous les 2 en bonne santé. Nous mourrons con-fines c'est mieux .
2681;la maladie, le handicap,la souffrance, l'Hospitalisation, la mort,
2682;"Je n'ai toujours pas de masque, mes enfants et petits enfants non plus.
 Je rentre dans la catégorie des personnes dites fragiles et voudrais pouvoir ne pas risquer une maladie qui pourrait être grave pour moi."
2683;Le non respect par beaucoup des consignes du confinement, notamment parmi les plus jeunes. Puis la rareté des masques, gants de protection et gel hydroalcoolique. Enfin, l'impact de cette pandémie sur l'économie (en général) et l'emploi (monde actif).
2684;manque de contact avec mes proches et mes amis = solitude
2685;des troublles respiratoires,grande fatigue
2687;"La peur de ne pas sortir de cette pandémie et que nos proches soient atteints. 
 l'imbroglio médiatique et surabondant des trop nombreuses informations contradictoires diffusées jour et nuit et des débats de spécialistes (vrais ou faux) à n'en plus finir."
2688;Essentiellement la santé de nos enfants et petits-enfants
2689;"* Méceonnaissance du grand public et les politiques qui prennent les décisions et le lanque de sérieux - personnes qui ne respectent pas les consignes
 * Desinvolonture du grand public et les politiques sur les sciences"
2690;Mon inquiétude est sociale et économique
2691;"non prise en compte par certains  des règles  de vie obligatoires  pour une vie sociale 
 ce qui contraint a durcir les interdictions ..."
2692;Que beaucoup d'entreprises soient à terre et que le nombre de chômeurs explose, avec des suicides en conséquence.
2693;"inquiétude pour mon conjoint âgé de bientôt 86 ans et diabétique,
 vivrons-nous assez longtemps pour retrouver un monde de liberté de déplacement"
2697;"Pour ceux qui souffrent d'asthme, comme mon fils....
 ou autres fragilités..."
2698;"nous sommes surtout en souci pour nos enfants et petits enfants qui se retrouvent face à un avenir incertain
 de plus nous avons la conviction qu'il ne sera tiré aucune leçon de cette crise sanitaireprovoquée en grande partie par le mal qui est fait aux éco systèmes
 si nous continuons à négliger l'humain pour les profits de toute nature nous courons à la catastrophe"
2699;L'utilisation de la pandémie pour limiter toujours plus notre liberté : la prolongation de l'état d'urgence, l'obligation de porter un masque alors qu'on n'en trouvait nulle part, les amendes exorbitantes ( quand on sait que des gens vivent avec moins de mille euros!) bref tout à l'avenant.
2701;Peur d'être infecté en srtant
2702;"crainte que chacun reparte comme avant la crise 
 crainte que nos gouvernants ne tiennent pas compte des demandes du peuple 
  crainte que la leçon ne soit pas comprise car il faut donner reconnaissance réelle ( salaires conditions de travail etc) à tous ces 'petits'  
 crainte pour les dégâts psychologique"
2703;Que l'après crise résulte sur une société plus responsable par le comportement de chacun et un Président et gouvernement dignes de ce nom prenant en compte le changement dans le respect de nos Valeurs
2704;De contracter (je suis une personne a risque) et transmettre le virus.
2705;Nous nous sentons bien fragiles face à ce fléau.
2706;Les conséquences de la situation sur l'économie de notre pays, l'état  du monde et  l'avenir de notre jeunesse.
2709;Pas d'inquiétude. Le vaccin vaincra la pandémie
2710;- la peur d'être contaminée et de me retrouver en réanimation
2711;La transmission entre nous,  et le développement sur la personne
2712;"Sanitaire 
 Catastrophe économique"
2713;Attrapper la maladie, c'est tout
2715;de ne pas être soigné correctement si besoin
2716;contagiosité mal contrôlée . Pas de traitement. Symptômes graves. Mortalité élevée malgré réanimation
2720;L'apred Crise
2721;Je m'inquiète surtout de la sortie de la crise sanitaire et de la crise économique qui va suivre.
2722;J'ai surtout peur pour mes enfants et petits enfants.
2723;Que la politique l'emporte sur le sanitaire et la générosité collective
2724;"Conséquences économiques du confinement
 Refus de reconnaître la mort comme un phénomène normal chez un senior infecté par le Covid et atteint de facteurs de risques organiques chroniques
 La mort est conçue comme un échec technique au rétablissement d'un corps-objet dans le matérialisme du XXI ème siècle"
2725;La crainte de ramener le virus à la maison alors que je dois poursuivre mon engagement dans les projets de la paroisse , et aussi la crainte d'être malade et de causer de la souffrance et beaucoup de soucis à mon épouse et mes enfants et petits-enfants
2726;Etre victime du virus moi ou ma femme, mes enfants , mes petites enfants et me arrières et me amis
2727;les conséquences socio-économiques que cette crise va générer
2728;De découvrir tous les jours des questions sans réponse
2729;Comme tout un chacun de nous ayant atteint un ''certain'' âge nous sommes les plus vulnérables. Certes, sans nullement être pessimiste, on sait ce qu'il adviendrait de nous si nous étions touchés. Mais ce qui peut exaspérer le plus, c'est l'inconscience de bon nombre de personnes qui n'ont pas conscience du ''mal'' qui nous entoure (je côtoie bon nombre de médecins), qui prennent inconsciemment des risques sans penser qu'ils peuvent être le porteur du Covid et le transmettre.
2730;"L'inquiétude porte sur:
 La situation économique à venir
  le déconfinement et les risques de relachement de la population quant aux précautions à prendre. 
 La reprise de contact avec nos petits enfants une fois qu'ils auront repris l'école. 
 L'utilisation des transports en commun"
2731;Pas d'inquiétude particulière si ce n'est que je n'ai jamais aimé me trouver dans une foule trop dense
2732;être malade du Covid-19 et en avoir des séquelles : mobilité, mémoire, autonomie.
2733;respect de la distance en ville et notamment sur les trottoirs
2734;Pas de traitement spécifique contre le COVID 19
2736;"la santé de ma famille
 les répercussions économiques sur nos retraites"
2737;Tout simplement d'être infecté par des personnes qui ne prennent aucune précaution.
2738;"mes inquiétudes sont :
 le virus qui est une invention incontrôlée de la main de l'homme.
 La crise économique qui va plonger notre pays dans une pauvreté incommensurable.
 L'insécurité grandissante qui n'a jamais été contrôlée par nos hommes politique depuis 1981.
 L'immigration incontrôlée."
2739;de garder un gouvernement aussi fourbe et incompétant jusqu'en 2022
2740;D'être infecté par des personnes (nombreuses) qui ne prennent aucune précaution.
2742;Être malade gravement voire pire
2744;"Je porte le masque, je sors peu, je me lave les mains, mais on n'est pas à l'abri d'un oubli. Ca sera différent quand il faudra affronter les transports en commun.
 Je ne crois pas possible d'y assurer une distanciation physique suffisante. Le suivi géographique des contaminés ne me paraît pas encore au point et peut-être discutable. Pourtant, j'aimerais sortir, rencontrer 'pour de vrai' les personnes que j'appelle au téléphone, changer de décor..."
2745;"la contagion
 les hésitations de nos gouvernants, pour ne pas dire leur incapacité"
2746;je suis asthmatique et, comme le qualifie les médecins, je souffre de BPCO. Donc le fait très attention aux barrières protectrices.
2747;La gravité de cette pandémie
2748;NE PAS ETRE TRAITE EN ADULTE RESPONSABLE
2749;Que les gestes barrière ne soient pas suffisamment respectés
2750;la solitude avec la maladie
2752;Risque grave pour la santé.
2754;"Inquiète pour l'avenir , pas pour nous (j'ai 86 ans )mais pour mes petits enfants  .Sur le point de trouver du travail tout a été stoppé du jour au lendemain une lueur d'espoir pour un autre projet sans conviction hélas un premier emploi est toujours délicat 
  Inquiète par la crainte d'une 2eme vague qui à mon avis ne peut qu'être fatale le déconfinement  tellement nécessaire pour le travail en serait la cause .Je peux me tromper !"
2755;Transmettre ce qui se passe à mes petits enfants
2756;Le non deconfinement
2757;Tomber malade parce que je vis seule et ensuite avoir des conséquences sur ma santé ensute
2758;Difficultés par rapport à ce que l'on va transmettre à nos petits enfants
2759;Graves problèmes économiques  en France (et dans le monde entier)Grave problème de la dette publique. Endettement et désorganisation dans les familles. Difficultés extrêmes pour trouver du travail.  et remettre en marche les activités stoppées. Problèmes scolaires à tous les niveaux. Problèmes universitaires. Possibilité d'une explosion sociale
2760;Très simple,si j attrape le virus.....je suis mort
2761;la folie de nos gouvernants qui agissent à l'encontre de toutes connaissances scientifiques
2762;je n'en ai pas
