;lemmas;pos
179;['respecte', 'lettre', 'consigne', 'sécurité', 'lieu', 'confinement', 'privilégier', 'facteur', 'risque', 'élevé', 'cas', 'contamination', '-mon', 'âge', '78an', '-fragilité', 'cardiaque'];['VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
180;['entourage', 'confinement', 'devenir', 'relation', 'humain'];['NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ']
181;['après', 'six', 'semaine', 'indemne', 'parent', 'enfant', 'confiner', 'quid', 'déconfinement', 'deux', 'enfant', 'revenir', 'extérieur', 'soir'];['ADP', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'PUNCT', 'NUM', 'NOUN', 'VERB', 'NOUN', 'NOUN']
182;['relâchement', 'après', 'confinement', 'oublier', 'gestes', 'protecteur', 'sortir', 'masque', 'réemployer', 'transport', 'commun', 'heure', 'pointe'];['NOUN', 'ADP', 'NOUN', 'VERB', 'DET', 'ADJ', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB']
183;"['1', 'degré', 'confinement', 'respecter', 'entraîne', ""une'"", 'deuxième', 'vague', '2', 'degré', 'déconfinement', 'faire', 'grand', 'improvisation', 'français', '3', 'degré', 'pouvoir', 'public', 'tirer', 'aucun', 'leçon', 'pandémie', 'plan', 'économique', 'social', 'matière', 'hospitalier', 'domaine', 'réflexion', 'semble', 'nécessaire', 'direction', 'prendre', 'société']";['NUM', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADP', 'ADJ', 'NOUN', 'NUM', 'NOUN', 'ADV', 'VERB', 'ADJ', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'DET', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'NOUN']
184;"[""n'"", 'réellement', 'travailler', 'hôpital', 'confiner', 'mauvais', 'condition', 'mauvais', 'personne', 'perdre', 'emploi']";['ADV', 'ADV', 'VERB', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN']
185;['confinement', 'dur', 'plus', 'longtemps', 'annoncer', 'beaucoup', 'gens', 'chômage', 'population', 'défavorisé', 'davantage'];['NOUN', 'ADJ', 'ADV', 'ADV', 'VERB', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADV']
186;['devant', 'reportage', 'anxiogène', 'télévision', 'envie', 'hospitaliser', 'déclarer', 'non', 'réanimable', 'nombre', 'mort', 'pays', 'mond', 'inquiétant', 'rassurer', 'gestion', 'crise'];['ADP', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'NOUN']
187;['peur', 'revoir', 'proche', 'peur', 'mourir', 'seul'];['NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB', 'ADJ']
188;['contact', 'entre', 'personne', 'proche', 'moindre', 'signe', 'tel', 'toux', 'nez', 'bouché', 'fatigue'];['NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
189;['risque', 'surinfection', 'cas', 'déconfinement', 'brutal'];['NOUN', 'NOUN', 'NOUN', 'ADV', 'ADJ']
190;['aucun', 'respecte', 'règle', 'confinement'];['DET', 'VERB', 'NOUN', 'ADJ']
191;['concerne', 'maladie', 'essayer', 'prudent', 'respecter', 'règle', 'confinement', 'inquiétude', 'aller', 'vers', 'personne', 'agée', 'seul', 'femme', 'enfant', 'maltraiter', 'bien', 'sûr', 'migrant', 'sans-abri'];['VERB', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'ADJ']
192;['multiple', 'divers', 'domaine', 'éducation', 'vie', 'économique', 'rapport', 'social', 'trouble', 'difficulté', 'genre', 'famille', 'travail'];['ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
193;['voir', 'subir', 'confinement', 'priver', 'sortie', 'solitaire', 'montagne'];['VERB', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ']
194;"[""n'"", 'compliqué', 'respecter', 'confinement', 'maison', 'inquiet', 'vivre', 'appartement', 'pouvoir', 'sentir', 'prisonnier', 'espace', 'inquiétude', 'également', 'direction', 'soignant', 'hôpital', 'ehpad', 'infirmier', 'domicile', 'aide', 'personne', 'premier', 'ligne', 'devoir', 'prendre', 'précaution', ""qu'"", 'approcher', 'pouvoir', 'craindre', 'français', ""n'"", 'saisir', 'nécessité', 'distanciation', 'nécessaire', 'port', 'généraliser', 'masqu', 'pouvoir', 'imposer']";['ADV', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'PRON', 'VERB', 'VERB', 'VERB', 'ADJ', 'ADV', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB']
195;['propagation', 'viru', 'chez', 'personne', 'fragile', 'jeune', 'âgé', 'problème', 'cohabitation', 'prolonger', 'difficulté', 'économique'];['NOUN', 'ADJ', 'ADP', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ']
196;['inquiétude', 'niveau', 'pouvoir', 'attraper', 'grippe'];['NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN']
197;['lutter', 'vraiment', 'contre', 'ennemi', 'invisible'];['VERB', 'ADV', 'ADP', 'NOUN', 'ADJ']
198;['jusqu', 'découverte', 'traitement', 'vaccin', 'augmentation', 'pandemie', 'malade', 'mort', 'gros', 'problème', 'économique', 'augmentation', 'précarité', 'franc', 'famine', 'mond'];['ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
199;['peur', 'second', 'vague', '....'];['NOUN', 'ADJ', 'NOUN', 'PUNCT']
200;['peur', 'second', 'vague', 'peur', 'vivre', 'menace', 'longtemps', '....', 'peur', 'profiter', 'famille', 'partir', '....'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'PUNCT', 'NOUN', 'VERB', 'NOUN', 'VERB', 'PUNCT']
201;['conséquence', 'contamination'];['NOUN', 'NOUN']
202;['transmettre', 'virus', 'conjoint', 'souffrir', 'pathologie', 'grave'];['VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']
203;['aucun'];['DET']
204;['inquiétude', 'surtout', 'avenir', 'enfant', 'petit', 'enfant', 'bien', 'sanitaire', 'économique'];['NOUN', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'ADJ']
205;['main', 'mise', 'laboratoire'];['NOUN', 'NOUN', 'ADJ']
206;['solitude', 'isolement', 'risque', 'décrocher', 'catastrophe', 'social', 'financier'];['NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ']
207;['manqu', 'contact', 'réel', 'gens'];['ADJ', 'NOUN', 'ADJ', 'NOUN']
208;['compte', 'tenir', 'age', 'pathologie', 'plus', 'grand', 'risque'];['NOUN', 'VERB', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN']
209;['éventuel', 'hospitalisation', 'avenir', 'relation', 'social'];['ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ']
210;['inquiétude', 'évident'];['NOUN', 'ADJ']
211;['information', 'changeant'];['NOUN', 'ADJ']
212;['tomber', 'malade'];['VERB', 'ADJ']
213;['tomber', 'malade', 'proche', 'tomber', 'malade'];['VERB', 'ADJ', 'ADJ', 'VERB', 'ADJ']
214;['conséquence', 'économique', 'social', 'probablement', 'catastrophique'];['NOUN', 'ADJ', 'ADJ', 'ADV', 'ADJ']
215;['inquietude', 'face', 'maladie', 'inquietude', 'avenir', 'absenc', 'perspective'];['NOUN', 'ADP', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN']
216;['obliger', 'rester', 'confiner'];['VERB', 'VERB', 'VERB']
217;['inquiétude', 'descendant', 'enfant', 'revenir', 'petit', 'enfant', 'école', 'projet', 'professionnel', 'stopper', 'inquiétude', 'pauvre', 'planète', 'comprendre', 'franc', 'menacer', 'faim', 'inquiétude', 'planète', 'retour', 'jetable', 'usage', 'unique', 'hygiène', 'obliger', 'inquiétude', 'capacité', 'volonter', 'deréussir', 'transition', 'écologique', 'inquiétude', 'dette', 'aller', 'laisser', 'jeune', 'inquiétude', 'enfin', 'réussite', 'déconfinement', 'nécessaire', 'délicat', 'organiser'];['NOUN', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'PRON', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'VERB', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADV', 'ADJ', 'ADJ', 'VERB']
218;['contagion', 'confinement', 'crise', 'économique'];['NOUN', 'NOUN', 'NOUN', 'ADJ']
219;['inquiétude', 'plusieurs', 'sorte', '..', 'descendance', 'peur', 'accroissement', 'pauvreté', 'franc', 'avenir', 'mari', '..', 'arrêt', 'brutal', 'vie', 'actif', 'etc', '..'];['NOUN', 'DET', 'NOUN', 'PUNCT', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'PUNCT', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADP', 'PUNCT']
220;['peur', 'avenir', 'génération', 'enfant', 'petit', 'enfant', 'etc', '..'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'PUNCT']
221;['savoir', 'épidémie', 'aller', 'arrêter'];['VERB', 'NOUN', 'VERB', 'VERB']
222;['inquiétude', 'contracter', 'virus', 'aller', 'hôpital'];['NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN']
223;"['déjà', 'infecter', 'actuellement', ""n'"", 'possible', 'savoir', 'immuniser', 'non', 'oui', 'pendant', 'combien', 'temps']";['ADV', 'VERB', 'ADV', 'ADV', 'ADJ', 'VERB', 'ADJ', 'ADV', 'ADV', 'ADP', 'AUX', 'NOUN']
224;['agacement', 'enfermement', 'baser', 'instigation', 'premier', 'évidence', 'famille', 'éduquer', 'hygiène', 'corporel'];['NOUN', 'NOUN', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ']
225;['davantage', 'mourir', 'souffrance', 'malade', 'celui', 'famille', 'endeuiller', 'conséquence', 'néfaste', 'confinement', 'vie', 'plus', 'pauvre'];['ADV', 'VERB', 'NOUN', 'ADJ', 'PRON', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADJ']
226;['redout', 'nouveau', 'vague', 'contamination', 'plus', 'grave', 'autant', 'corps', 'medical', 'exténuer', '....'];['ADJ', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'ADJ', 'PUNCT']
227;['combat', 'parade'];['NOUN', 'NOUN']
228;['contamination'];['NOUN']
229;['désobéissance', 'minorité', 'prolongement', 'confinement', 'contamination', 'nouveau'];['NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ']
230;['promesse', 'changer', 'monde', 'radicalement', 'après', 'aussitôt', 'oublier'];['NOUN', 'VERB', 'NOUN', 'ADV', 'ADP', 'ADV', 'VERB']
231;['au-delà', 'dimension', 'sanitaire', 'social', 'moment', 'brutal', 'inclusion', 'aller', 'déséquilibrer', 'durablement', 'économie', 'pays', 'dynamique', 'négatif', 'commencer', 'lecapitalism', 'régner', 'maître', 'absolu', 'ra', 'réinventer', 'nouveaux', 'ressort'];['ADV', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'ADV', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'PRON', 'VERB', 'DET', 'NOUN']
232;['confinement', 'pendant', 'long', 'période'];['NOUN', 'ADP', 'ADJ', 'NOUN']
233;['delà', 'résolution', 'sanitaire', 'capacité', 'ordre', 'retrouver', 'vie', 'normal', 'façon', 'solidaire'];['ADV', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ']
234;['etre', 'contaminer', 'risquer', 'contaminer', 'particulièrement', 'mari', 'plusieurs', 'facteur', 'risque', 'perte', 'liberté', 'important', 'particulièrement', 'vieux', 'cause', 'mesure', 'sécurité', 'peur', 'conséquence', 'possiblement', 'négatif', 'crise', 'physique', 'psychologique', 'moral', 'intellectuel', 'économique', 'particulièrement', 'enfant', 'petit', 'enfant', 'parfois', 'peur', 'plus', 'revoir'];['AUX', 'VERB', 'VERB', 'NOUN', 'ADV', 'NOUN', 'DET', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADV', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'NOUN', 'ADV', 'VERB']
235;['population', 'déjà', 'déshériter', 'plus', 'férocement', 'impacter', 'nationalement', 'plus', 'pays', 'pauvre', 'autoritaire'];['NOUN', 'ADV', 'VERB', 'ADV', 'ADV', 'VERB', 'ADV', 'ADV', 'NOUN', 'ADJ', 'ADJ']
236;['plus', 'pouvoir', 'rencontrer', 'famille', 'ami', 'plus', 'voyager', 'pendant', 'plusieurs', 'mois'];['ADV', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADV', 'VERB', 'ADP', 'DET', 'NOUN']
237;['inquiet', 'compris', 'reste', '20', 'an', 'vivre', 'meilleur', 'cas'];['ADJ', 'ADJ', 'VERB', 'NUM', 'NOUN', 'VERB', 'ADJ', 'NOUN']
238;['sortie', 'deconfinement'];['NOUN', 'NOUN']
239;['incertitude', 'fin', 'épidémie'];['NOUN', 'NOUN', 'NOUN']
240;['nom'];['NOUN']
241;['1', 'prendre', 'risque', 'conjoint', '2', 'qué', 'enfant', 'soignant', 'tenir', 'coup', '3', 'pouvoir', 'voir', 'toucher', 'vivre', 'enfant', 'petit', 'enfant'];['NUM', 'VERB', 'NOUN', 'ADJ', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NUM', 'VERB', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN']
242;['traitement', 'identifier', 'perspective', 'moyen', 'terme', 'non', 'maîtris', 'part', 'milieu', 'scientifique', 'politique'];['NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
243;['contamination', 'viral', 'mort', 'étouffement', 'perte', 'etre', 'proche', 'proche', 'partie', 'environnement', 'jardin', 'intérieur', '-isolement', 'affectif', 'ldquo', 'loin', 'oeil', 'loin', 'oelig', 'ur', 'ldquo'];['NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'PROPN', 'ADV', 'NOUN', 'ADV', 'PROPN', 'PROPN', 'PROPN']
244;[];[]
245;['etre', 'obliger', 'faire', 'hospitaliser'];['AUX', 'VERB', 'AUX', 'VERB']
246;['besoin', 'aller', 'hôpital'];['NOUN', 'VERB', 'NOUN']
247;['contamination', 'possible', 'conséquence', 'économique', 'incertitude', 'avenir', 'proche', 'qd', 'pouvoir', 'serrer', 'enfant', 'petit', 'enfant', 'bras', 'exemple', 'qd', 'pourron', 'retrouver', 'véritable', 'liberté', 'circuler'];['NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'PRON', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'AUX', 'NOUN', 'VERB', 'ADJ', 'NOUN', 'VERB']
248;"[""n'"", 'plus', 'revenir', 'risquer', 'plus', 'espace', 'réduire', 'souffrir', 'violence', 'conjoint', 'parent', 'pays', 'guerre', 'syrie', 'migrant', 'sdf']";['ADV', 'ADV', 'VERB', 'VERB', 'ADV', 'NOUN', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PROPN', 'ADJ', 'ADJ']
249;['-peur', 'contamination', 'peur', 'perdre', 'proche', '-ou', 'proche', 'partie', 'environnement', 'social', 'peur', 'isolement', 'affectif'];['NOUN', 'NOUN', 'NOUN', 'VERB', 'ADJ', 'CCONJ', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADJ']
250;['toucher', 'virus'];['VERB', 'NOUN']
251;['soucieux', 'enfant', '40/50', 'an', 'petit', 'enfant', '20', 'an'];['ADJ', 'NOUN', 'NUM', 'NOUN', 'ADJ', 'NOUN', 'NUM', 'NOUN']
252;['politique', 'économique', 'environnemental', 'santé', 'gouvernemental', 'doute', 'fort', 'équipe', 'actuel', 'tire', 'leçon', 'crise', 'traverser'];['NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB', 'ADV', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'VERB']
253;['zutt', 'zutt', 'zutttt'];['VERB', 'ADJ', 'NOUN']
254;['rester', 'prudent', 'profiter', 'enfant', 'petit', 'enfant', 'ami', 'nature'];['VERB', 'ADJ', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN']
255;['confinement', 'perdure'];['NOUN', 'VERB']
256;['perspective', 'confinement', 'long', 'protéger', 'sénior'];['NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN']
257;['avenir', 'personne', 'difficulté', 'financier', 'quartier', 'difficile', 'nombreux', 'enfant', 'espace', 'personne', 'seul', 'famille', 'ami', 'éloignement', 'etc', 'personne', 'malade', 'femme', 'battre', 'plus', 'généralement', 'couple', 'proche', 'rupture'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'CCONJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'ADV', 'ADV', 'NOUN', 'ADJ', 'NOUN']
258;['perspective', 'confinement', 'prolonger', 'sénior'];['NOUN', 'NOUN', 'VERB', 'ADJ']
259;['porter', 'plus', 'situation', 'retraité', 'retraite', 'verser', 'fin', 'mois', 'âgé', 'isolé', 'plus', 'prendre', 'charge', 'selon', 'commune', 'personne', 'ehpad', 'proche', 'maltraité', 'défaut', 'précaution', 'information'];['VERB', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'ADV', 'VERB', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN']
260;['handicap', 'possible', 'condition', 'vie', 'financiere', 'physique'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'ADJ']
261;['beaucoup', 'oin', 'économique', 'social', 'psychologique', 'franc', 'après', 'tel', 'arrêt'];['ADV', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'ADP', 'ADJ', 'NOUN']
262;['craindre', 'pandémie', 'dur', 'longtemps'];['VERB', 'NOUN', 'ADJ', 'ADV']
263;['dur', 'beaucoup', 'plus', 'longtemps', 'cause', '2èm', 'vague'];['ADJ', 'ADV', 'ADV', 'ADV', 'NOUN', 'ADJ', 'NOUN']
264;['inquiet', 'société'];['ADJ', 'NOUN']
265;['plus', 'pouvoir', 'tenir', 'rôle', 'grand-mère', 'maison', 'plus', 'lieu', 'rencontr', 'familial'];['ADV', 'VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'ADJ', 'ADJ']
266;['proche', 'plus', 'âgé'];['NOUN', 'ADV', 'ADJ']
267;['rester', 'confiner'];['VERB', 'ADJ']
268;"['prolongement', 'confinement', 'manqu', 'masque', 'tissu', 'pharmacie', 'devoir', 'délivrer', 'priorité', 'plus', '70', 'an', 'personne', 'fragile', 'instant', 'flou', 'association', ""old'"", 'up', 'faire', 'exiger', 'cas']";['NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'ADJ', 'VERB', 'VERB', 'NOUN', 'ADV', 'NUM', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN']
269;['maladie', 'proche', 'impossibilité', 'retrouver', 'relation', 'social', 'familial', 'affectif', 'simple', 'incarner'];['NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'ADJ', 'ADJ', 'ADJ', 'VERB']
270;['personne', 'risque', 'penser', 'tomber', 'malade', 'passer', 'mal'];['NOUN', 'VERB', 'X', 'VERB', 'ADJ', 'VERB', 'ADV']
271;"['inquiétude', 'lors', 'déconfinement', 'cause', 'risque', 'non', 'respect', 'mesure', 'distentiation', 'social', 'port', 'correct', 'masque', 'proximité', 'transport', 'certain', 'magasin', 'interdiction', 'déplacer', 'région', 'voir', 'famille', ""n'"", 'région', 'plus', 'pouvoir', 'longtemps', 'réunir', 'grand', 'nombre', 'etc', 'inquiétude', 'quant', 'durée', 'mesure', 'temp', 'atteinte', 'liberté', 'mêmesi', 'reconnaître', 'utilité', 'plan', 'santé']";['NOUN', 'ADV', 'ADV', 'NOUN', 'NOUN', 'ADV', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'DET', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'VERB', 'NOUN', 'ADV', 'VERB', 'ADV', 'VERB', 'ADV', 'VERB', 'ADJ', 'NOUN', 'CCONJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'NOUN', 'ADJ']
272;['isolement', 'familial', 'social'];['NOUN', 'ADJ', 'ADJ']
273;['devoir', 'rester', 'forme', 'mari', 'maladie', 'alzheimer'];['VERB', 'VERB', 'NOUN', 'NOUN', 'NOUN', 'NOUN']
274;['aller', 'réanimation', 'cause', 'covid', 'pouvoir', 'rejoindre', 'résidence', 'secondaire', 'après', '11', 'mai'];['VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADP', 'NUM', 'NOUN']
275;['mourir', 'dignement', 'enfant', 'pose', 'main', 'mienne'];['VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'PRON']
276;['durée', 'épidémie'];['NOUN', 'NOUN']
277;['vivre', 'confinement', 'condition', 'confort', 'réserve', 'période', 'déconfinement', 'ordre', 'jour'];['VERB', 'NOUN', 'NOUN', 'NOUN', 'VERB', 'NOUN', 'ADV', 'NOUN', 'NOUN']
278;"['inquiétude', 'base', 'logique', 'croissance', ""l'"", 'emporte', 'logique', 'impérieux', 'inverser', 'sens', 'croissance']";['NOUN', 'VERB', 'ADJ', 'NOUN', 'PRON', 'VERB', 'ADJ', 'ADJ', 'VERB', 'NOUN', 'NOUN']
279;['mortalité', 'important', 'dégradation', 'niveau', 'vie', 'déficit', 'public', 'monumentau', 'méfiance', 'incommensurable', 'opinion', 'public', 'vis', 'vis', 'dirigeant', 'impossibilité', 'pendant', 'long', 'moment', 'réaliser', 'france', 'union', 'national', 'rallier', 'politique', 'européen', 'pourtant', 'plus', 'jamais', 'indispensable', 'absence', 'dirigeant', 'capable', 'obtenir', 'confiance', 'plus', 'grand', 'nombre', 'français'];['NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'ADP', 'ADJ', 'NOUN', 'VERB', 'PROPN', 'NOUN', 'ADJ', 'VERB', 'ADJ', 'ADJ', 'ADV', 'ADV', 'ADV', 'ADJ', 'NOUN', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'ADV', 'ADJ', 'NOUN', 'ADJ']
280;['besoin', 'urgent', 'faire', 'opérer', 'genou', 'beaucoup', 'souffrir', 'possible', 'petit', 'fils', 'pouvoir', 'passer', 'concours', 'fil', 'reprendre', 'travail', 'aller', 'pouvoir', 'changer', 'monde', 'économique', 'désastreux'];['NOUN', 'ADV', 'AUX', 'VERB', 'NOUN', 'ADV', 'VERB', 'ADJ', 'ADJ', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'VERB', 'NOUN', 'ADJ', 'ADJ']
281;['perso', 'puisque', 'confiner', 'enfant', 'pouvoir', 'prendre', 'quelque', 'risque', 'déconfiner', 'faire', 'course', 'grand', 'inquiétude', 'fille', 'médecin', 'ds', 'epadh', 'mari', 'gastro-oncologue'];['NOUN', 'SCONJ', 'VERB', 'NOUN', 'VERB', 'VERB', 'DET', 'NOUN', 'VERB', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'ADJ', 'NOUN', 'ADP', 'NOUN', 'NOUN', 'PROPN']
282;['inquiétude', 'conséquence', 'crise', 'jeune', 'génération', 'chômage-', 'précarité-', 'interruption', 'étude', 'projets-', 'héritage', 'dette', 'colossal', 'année', 'venir', 'impact', 'écologique', 'abondance', 'déchet', 'jetables-', 'impact', 'distanciation', 'sociale-', 'augmentation', 'individualisme', 'etc', '......'];['NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'X', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADJ', 'NOUN', 'VERB', 'NOUN', 'ADJ', 'NOUN', 'NOUN', 'PROPN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'PUNCT', 'PUNCT']
283;['peur', 'tomber', 'malade', 'prise', 'charge', 'raison', 'âge', 'service', 'réanimation', 'plus', 'intubation', 'semble', 'douloureuse'];['NOUN', 'VERB', 'ADJ', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'NOUN', 'ADP', 'NOUN', 'VERB', 'NOUN']
